"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare","combined","fixed"
"sp003","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",-7.5997853267303,-7.44433330751477
"sp003","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.27899273024336,-7.39116234513346
"sp004","GR00",0,"GR",0,"ter","presente","coriacea",0.001,1,"rare",-6.62211642774801,-7.427614855376
"sp004","MR00",0,"MR",0,"ter","presente","coriacea",0.001,2,"rare",-6.75990817975658,-7.46808189560968
"sp004","PR00",0,"PR",0,"ter","presente","coriacea",0.001,3,"rare",-7.6031222076532,-7.45524761022421
"sp004","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,4,"rare",-7.66860019897409,-7.42236590407054
"sp004","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,5,"rare",-7.55973244925435,-7.42852885822407
"sp004","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,6,"rare",-7.34722819010244,-7.44395076048465
"sp004","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,7,"rare",-7.76639238355755,-7.48418106162154
"sp004","MR50",1,"MR",50,"ter","presente","coriacea",0.0367142857,8,"rare",-0.122546277295046,-7.3993271238217
"sp004","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,9,"rare",-7.47539095819545,-7.37092724013617
"sp004","GR200",22,"GR",200,"ter","presente","coriacea",0.1438571429,10,"rare",3.08798353690629,-7.44655089829118
"sp004","MR200",13,"MR",200,"ter","presente","coriacea",0.1438571429,11,"rare",2.58221611003364,-7.46209578904632
"sp004","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,12,"rare",-7.36179692361699,-7.41926752105343
"sp004","GR400",17,"GR",400,"ter","presente","coriacea",0.2867142857,13,"rare",2.82680094511737,-7.36389501157391
"sp004","MR400",7,"MR",400,"ter","presente","coriacea",0.2867142857,14,"rare",1.98474769987423,-7.39928127030073
"sp004","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,15,"rare",-7.91801570450072,-7.42435202508748
"sp004","GR600",22,"GR",600,"ter","presente","coriacea",0.4295714286,16,"rare",3.10021364425678,-7.41606580352375
"sp004","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,17,"rare",-6.70341324289713,-7.41430822427192
"sp004","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,18,"rare",-7.26120972096139,-7.42375181660764
"sp004","GR800",2,"GR",800,"ter","presente","coriacea",0.5724285714,19,"rare",0.542543932537254,-7.34485713380843
"sp004","MR800",6,"MR",800,"ter","presente","coriacea",0.5724285714,20,"rare",1.84153248396958,-7.46085327266246
"sp004","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,21,"rare",-7.67276685745718,-7.35264653859685
"sp004","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,22,"rare",-7.72779011386625,-7.39711731826484
"sp004","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,23,"rare",-6.9784914272789,-7.39189929591488
"sp004","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,24,"rare",-7.69081983020628,-7.35941274778054
"sp004","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,25,"rare",-6.96493348053776,-7.42429748252058
"sp004","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,26,"rare",-7.02335008016565,-7.44597347774114
"sp004","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,27,"rare",-7.47225387707628,-7.39303942214172
"sp004","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,28,"rare",-7.53248402023251,-7.42994573771943
"sp004","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",-7.19939655667628,-7.41265186335968
"sp004","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.8034142736459,-7.43669108490388
"sp005","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,1,"rare",-7.72244531168444,-7.42921066921107
"sp005","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,2,"rare",-7.95354257894716,-7.45088856374661
"sp005","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,3,"rare",-7.35242700156036,-7.40280720471939
"sp005","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,4,"rare",-6.95974013980865,-7.44293293702875
"sp005","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,5,"rare",-7.71748539541752,-7.5059893993706
"sp005","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,6,"rare",-7.7504271920772,-7.44168856848945
"sp005","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,7,"rare",-7.31573078461992,-7.44391302362352
"sp005","MR50",3,"MR",50,"ter","ausente","membranacea",0.0367142857,8,"rare",1.07810423637056,-7.36998791921111
"sp005","PR50",1,"PR",50,"ter","ausente","membranacea",0.0367142857,9,"rare",-0.196560886032304,-7.39857044720069
"sp005","GR200",0,"GR",200,"ter","ausente","membranacea",0.1438571429,10,"rare",-7.67444285264459,-7.50835605479003
"sp005","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,11,"rare",-7.25459930488644,-7.46455253260406
"sp005","PR200",0,"PR",200,"ter","ausente","membranacea",0.1438571429,12,"rare",-7.31786663304613,-7.4059461398608
"sp005","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,13,"rare",-7.43149370736279,-7.36024712101241
"sp005","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,14,"rare",-7.86020871624391,-7.4519502936042
"sp005","PR400",0,"PR",400,"ter","ausente","membranacea",0.2867142857,15,"rare",-7.14302234907227,-7.43188536035342
"sp005","GR600",0,"GR",600,"ter","ausente","membranacea",0.4295714286,16,"rare",-7.14161064908201,-7.3714758743565
"sp005","MR600",0,"MR",600,"ter","ausente","membranacea",0.4295714286,17,"rare",-7.6782836579296,-7.37130431944292
"sp005","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"rare",-7.11614793175238,-7.37220974299448
"sp005","GR800",0,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"rare",-7.52562196408856,-7.48337608629823
"sp005","MR800",11,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"rare",2.39669316763896,-7.44525702982691
"sp005","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"rare",-7.141733116262,-7.44694495050502
"sp005","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"rare",-7.27537940985439,-7.44281100932399
"sp005","MR1000",0,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"rare",-7.63283356011169,-7.39199860590078
"sp005","PR1000",64,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"rare",4.19659148938356,-7.43909835517153
"sp005","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"rare",-7.85526862751047,-7.41810410281366
"sp005","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"rare",-7.36699582177312,-7.39900388722595
"sp005","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"rare",-7.76827586439528,-7.42987509384577
"sp005","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"rare",-7.68942348572403,-7.41116983509438
"sp005","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,29,"rare",-7.53937823146472,-7.54231630472656
"sp005","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,30,"rare",-7.7097220264484,-7.39081671007536
"sp006","GR00",0,"GR",0,"ep","ausente","coriacea",0.001,1,"rare",-6.91258863766272,-7.49375633118883
"sp006","MR00",0,"MR",0,"ep","ausente","coriacea",0.001,2,"rare",-7.96927933627353,-7.39482288551618
"sp006","PR00",0,"PR",0,"ep","ausente","coriacea",0.001,3,"rare",-7.76026341710175,-7.34765088382042
"sp006","GR010",0,"GR",10,"ep","ausente","coriacea",0.0081428571,4,"rare",-7.05154552469693,-7.43945309945832
"sp006","MR010",0,"MR",10,"ep","ausente","coriacea",0.0081428571,5,"rare",-7.10537365698166,-7.42235118148462
"sp006","PR010",0,"PR",10,"ep","ausente","coriacea",0.0081428571,6,"rare",-7.56416840881468,-7.4697184219051
"sp006","GR50",28,"GR",50,"ep","ausente","coriacea",0.0367142857,7,"rare",3.32548809254653,-7.36533295573824
"sp006","MR50",0,"MR",50,"ep","ausente","coriacea",0.0367142857,8,"rare",-6.59063641183301,-7.41473952616555
"sp006","PR50",18,"PR",50,"ep","ausente","coriacea",0.0367142857,9,"rare",2.87928094026637,-7.43065721284255
"sp006","GR200",0,"GR",200,"ep","ausente","coriacea",0.1438571429,10,"rare",-7.21522381754498,-7.44999390770704
"sp006","MR200",0,"MR",200,"ep","ausente","coriacea",0.1438571429,11,"rare",-7.57803536483195,-7.35359078226125
"sp006","PR200",0,"PR",200,"ep","ausente","coriacea",0.1438571429,12,"rare",-7.54205929152914,-7.35708276678204
"sp006","GR400",0,"GR",400,"ep","ausente","coriacea",0.2867142857,13,"rare",-7.62529931162279,-7.47755332683609
"sp006","MR400",0,"MR",400,"ep","ausente","coriacea",0.2867142857,14,"rare",-7.3125037412833,-7.44741917862158
"sp006","PR400",0,"PR",400,"ep","ausente","coriacea",0.2867142857,15,"rare",-7.96349828078091,-7.30791163545175
"sp006","GR600",0,"GR",600,"ep","ausente","coriacea",0.4295714286,16,"rare",-7.78946948939778,-7.41565935653234
"sp006","MR600",0,"MR",600,"ep","ausente","coriacea",0.4295714286,17,"rare",-7.89062718053416,-7.45770982038871
"sp006","PR600",0,"PR",600,"ep","ausente","coriacea",0.4295714286,18,"rare",-7.48069263818139,-7.39561347928137
"sp006","GR800",0,"GR",800,"ep","ausente","coriacea",0.5724285714,19,"rare",-7.73361011401412,-7.4192270546533
"sp006","MR800",0,"MR",800,"ep","ausente","coriacea",0.5724285714,20,"rare",-6.9364427689405,-7.38590609331003
"sp006","PR800",0,"PR",800,"ep","ausente","coriacea",0.5724285714,21,"rare",-6.90938992511324,-7.36665903330591
"sp006","GR1000",0,"GR",1000,"ep","ausente","coriacea",0.7152857143,22,"rare",-7.5063229775105,-7.43981188095022
"sp006","MR1000",0,"MR",1000,"ep","ausente","coriacea",0.7152857143,23,"rare",-7.9747960945111,-7.45127579284707
"sp006","PR1000",0,"PR",1000,"ep","ausente","coriacea",0.7152857143,24,"rare",-7.16121027707199,-7.45894855273132
"sp006","GR1200",0,"GR",1200,"ep","ausente","coriacea",0.8581428571,25,"rare",-7.04559709909869,-7.44835421838694
"sp006","MR1200",0,"MR",1200,"ep","ausente","coriacea",0.8581428571,26,"rare",-7.33131431557981,-7.38049718415724
"sp006","PR1200",0,"PR",1200,"ep","ausente","coriacea",0.8581428571,27,"rare",-7.59892848750125,-7.46487869357277
"sp006","GR1400",0,"GR",1400,"ep","ausente","coriacea",1.001,28,"rare",-7.73034149709041,-7.4097611601211
"sp006","MR1400",0,"MR",1400,"ep","ausente","coriacea",1.001,29,"rare",-7.06431039836532,-7.40694194305959
"sp006","PR1400",0,"PR",1400,"ep","ausente","coriacea",1.001,30,"rare",-7.41402191907167,-7.44148515240205
"sp007","GR00",0,"GR",0,"ter","presente","coriacea",0.001,1,"rare",-7.6879789891636,-7.48316601430718
"sp007","MR00",0,"MR",0,"ter","presente","coriacea",0.001,2,"rare",-7.48077076114721,-7.34692690459663
"sp007","PR00",0,"PR",0,"ter","presente","coriacea",0.001,3,"rare",-7.50207193997251,-7.41605246218373
"sp007","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,4,"rare",-7.65024453142503,-7.41555898900679
"sp007","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,5,"rare",-7.07113864165864,-7.35336240575316
"sp007","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,6,"rare",-7.15103355270332,-7.41973414021603
"sp007","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,7,"rare",-7.72569354204498,-7.40282412226435
"sp007","MR50",0,"MR",50,"ter","presente","coriacea",0.0367142857,8,"rare",-7.35592047140077,-7.40915203949435
"sp007","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,9,"rare",-7.72469782317687,-7.38604308670634
"sp007","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,10,"rare",-7.45020512090927,-7.33034123969985
"sp007","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,11,"rare",-7.51753395551349,-7.43418549554553
"sp007","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,12,"rare",-7.14531574168058,-7.3648967952086
"sp007","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,13,"rare",-7.35840195405908,-7.39046810906767
"sp007","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,14,"rare",-6.9516523732487,-7.4425749926678
"sp007","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,15,"rare",-7.88887783557706,-7.37413461200792
"sp007","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,16,"rare",-7.55859308462747,-7.36789519550316
"sp007","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,17,"rare",-7.29191496759438,-7.43298588826902
"sp007","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,18,"rare",-7.16030746585793,-7.5189787198847
"sp007","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,19,"rare",-7.04898158466863,-7.45911829510945
"sp007","MR800",0,"MR",800,"ter","presente","coriacea",0.5724285714,20,"rare",-7.23330133334747,-7.52494547922139
"sp007","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,21,"rare",-7.18999972455873,-7.44088224113375
"sp007","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,22,"rare",-6.91947477687782,-7.37009153589736
"sp007","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,23,"rare",-7.29058294399062,-7.3945820277358
"sp007","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,24,"rare",-7.28221188722712,-7.419559644926
"sp007","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,25,"rare",-7.65864306884878,-7.35663630963387
"sp007","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,26,"rare",-7.29204119138216,-7.37963746313696
"sp007","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,27,"rare",-7.95369123475737,-7.41682664279345
"sp007","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,28,"rare",-7.58157885370218,-7.44011372391679
"sp007","MR1400",2,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",0.568010978708852,-7.39347883941771
"sp007","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.32476727732497,-7.46789791557224
"sp008","GR00",0,"GR",0,"ep","presente","coriacea",0.001,1,"rare",-7.80607835028649,-7.45111994807093
"sp008","MR00",0,"MR",0,"ep","presente","coriacea",0.001,2,"rare",-7.51732401263216,-7.40909214343143
"sp008","PR00",0,"PR",0,"ep","presente","coriacea",0.001,3,"rare",-7.31779794472358,-7.40454799604524
"sp008","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,4,"rare",-7.48128163423699,-7.37759370453944
"sp008","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,5,"rare",-7.16422383165795,-7.39726184879426
"sp008","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,6,"rare",-7.59448782075964,-7.41590809002708
"sp008","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,7,"rare",-7.57222793464008,-7.43706298311738
"sp008","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,8,"rare",-7.86578128959049,-7.4405666371512
"sp008","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,9,"rare",-7.91223339247856,-7.4463331098155
"sp008","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,10,"rare",-7.03831832775051,-7.4264175652232
"sp008","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,11,"rare",-6.75545448589694,-7.44501782712675
"sp008","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,12,"rare",-7.26951123443324,-7.43432465370933
"sp008","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,13,"rare",-7.89561306904681,-7.51095245062118
"sp008","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,14,"rare",-7.78332278718244,-7.36668954210277
"sp008","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,15,"rare",-7.56606052665254,-7.49127166127293
"sp008","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,16,"rare",-7.65241130470724,-7.43476431344182
"sp008","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,17,"rare",-7.29267786327833,-7.48007968141232
"sp008","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,18,"rare",-7.65473614109131,-7.42062398595328
"sp008","GR800",3,"GR",800,"ep","presente","coriacea",0.5724285714,19,"rare",1.06863665344247,-7.42882101167097
"sp008","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,20,"rare",-7.35130565585132,-7.42713904372058
"sp008","PR800",0,"PR",800,"ep","presente","coriacea",0.5724285714,21,"rare",-7.41452543711376,-7.39466140289304
"sp008","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,22,"rare",-7.91987874096793,-7.50266586183288
"sp008","MR1000",13,"MR",1000,"ep","presente","coriacea",0.7152857143,23,"rare",2.51486101432608,-7.45236835644103
"sp008","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,24,"rare",-7.33780956525904,-7.41086534810478
"sp008","GR1200",0,"GR",1200,"ep","presente","coriacea",0.8581428571,25,"rare",-7.08761844281781,-7.45957083929765
"sp008","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,26,"rare",-7.1290168803535,-7.42137060182324
"sp008","PR1200",0,"PR",1200,"ep","presente","coriacea",0.8581428571,27,"rare",-7.54436145837808,-7.41272888222095
"sp008","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,28,"rare",-7.16750975079487,-7.29310823488031
"sp008","MR1400",0,"MR",1400,"ep","presente","coriacea",1.001,29,"rare",-7.77456103905299,-7.37726511341051
"sp008","PR1400",0,"PR",1400,"ep","presente","coriacea",1.001,30,"rare",-7.66993208576506,-7.44201384778911
"sp009","GR00",0,"GR",0,"ter","presente","coriacea",0.001,1,"rare",-7.89309289611887,-7.46404182861911
"sp009","MR00",0,"MR",0,"ter","presente","coriacea",0.001,2,"rare",-7.93612430415219,-7.44301354799449
"sp009","PR00",0,"PR",0,"ter","presente","coriacea",0.001,3,"rare",-7.13039364411826,-7.48673820109887
"sp009","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,4,"rare",-7.18052652993415,-7.43169497450279
"sp009","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,5,"rare",-7.33797422512934,-7.3650417560081
"sp009","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,6,"rare",-7.87392525334574,-7.44881616106869
"sp009","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,7,"rare",-7.33975316168117,-7.42905286433908
"sp009","MR50",0,"MR",50,"ter","presente","coriacea",0.0367142857,8,"rare",-7.32547869472609,-7.39824879939047
"sp009","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,9,"rare",-7.45011751510087,-7.47414719327303
"sp009","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,10,"rare",-7.27094635099161,-7.35179438648228
"sp009","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,11,"rare",-7.22396685425727,-7.42886542021851
"sp009","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,12,"rare",-7.32671947593195,-7.48300871086084
"sp009","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,13,"rare",-7.82854606299626,-7.42477710969454
"sp009","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,14,"rare",-7.08865576293738,-7.34416411535459
"sp009","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,15,"rare",-7.2812994175205,-7.37949574880903
"sp009","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,16,"rare",-7.73750092415221,-7.41873955031967
"sp009","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,17,"rare",-7.12999185425103,-7.4072743587459
"sp009","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,18,"rare",-7.36517679025516,-7.31062336558438
"sp009","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,19,"rare",-7.14963004316973,-7.43147398931912
"sp009","MR800",3,"MR",800,"ter","presente","coriacea",0.5724285714,20,"rare",1.0629902953829,-7.47366775845428
"sp009","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,21,"rare",-7.34658259136377,-7.40286563745651
"sp009","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,22,"rare",-7.31453621895719,-7.41145551924419
"sp009","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,23,"rare",-7.25198317622084,-7.41489013132901
"sp009","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,24,"rare",-7.07963078968231,-7.40263054665721
"sp009","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,25,"rare",-7.82735038163353,-7.42593573409842
"sp009","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,26,"rare",-7.81011097935627,-7.41831268626927
"sp009","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,27,"rare",-8.18923133392529,-7.36640130932815
"sp009","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,28,"rare",-7.52602762350553,-7.43384205613688
"sp009","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",-7.79134900050572,-7.39712488171193
"sp009","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.42901358169824,-7.46324231842617
"sp010","GR00",0,"GR",0,"ep","ausente","membranacea",0.001,1,"rare",-7.59367482563424,-7.48694610340543
"sp010","MR00",0,"MR",0,"ep","ausente","membranacea",0.001,2,"rare",-7.31148023881208,-7.44374547282996
"sp010","PR00",0,"PR",0,"ep","ausente","membranacea",0.001,3,"rare",-7.32993931392483,-7.48053252622479
"sp010","GR010",0,"GR",10,"ep","ausente","membranacea",0.0081428571,4,"rare",-7.49209292296972,-7.43175500715002
"sp010","MR010",0,"MR",10,"ep","ausente","membranacea",0.0081428571,5,"rare",-7.18945803610027,-7.47014922416815
"sp010","PR010",0,"PR",10,"ep","ausente","membranacea",0.0081428571,6,"rare",-6.99233376463042,-7.41812351034311
"sp010","GR50",0,"GR",50,"ep","ausente","membranacea",0.0367142857,7,"rare",-7.29478586225347,-7.4204484122879
"sp010","MR50",0,"MR",50,"ep","ausente","membranacea",0.0367142857,8,"rare",-7.54159530344614,-7.44545264197093
"sp010","PR50",0,"PR",50,"ep","ausente","membranacea",0.0367142857,9,"rare",-7.17558807066033,-7.44468446117276
"sp010","GR200",0,"GR",200,"ep","ausente","membranacea",0.1438571429,10,"rare",-7.58351571563793,-7.40658373452922
"sp010","MR200",0,"MR",200,"ep","ausente","membranacea",0.1438571429,11,"rare",-7.45499275582186,-7.45548297638926
"sp010","PR200",0,"PR",200,"ep","ausente","membranacea",0.1438571429,12,"rare",-7.48839763394142,-7.47002625157755
"sp010","GR400",1,"GR",400,"ep","ausente","membranacea",0.2867142857,13,"rare",-0.212572519369484,-7.4128172737427
"sp010","MR400",0,"MR",400,"ep","ausente","membranacea",0.2867142857,14,"rare",-7.59697889731818,-7.47668654964069
"sp010","PR400",0,"PR",400,"ep","ausente","membranacea",0.2867142857,15,"rare",-7.99411456751983,-7.45064740964041
"sp010","GR600",0,"GR",600,"ep","ausente","membranacea",0.4295714286,16,"rare",-7.4859307762006,-7.44051969622483
"sp010","MR600",0,"MR",600,"ep","ausente","membranacea",0.4295714286,17,"rare",-7.30437500606203,-7.42883262089454
"sp010","PR600",0,"PR",600,"ep","ausente","membranacea",0.4295714286,18,"rare",-7.85469660939028,-7.42933179817003
"sp010","GR800",19,"GR",800,"ep","ausente","membranacea",0.5724285714,19,"rare",2.90294892001611,-7.39202566782581
"sp010","MR800",0,"MR",800,"ep","ausente","membranacea",0.5724285714,20,"rare",-7.0150529304173,-7.45686531387318
"sp010","PR800",0,"PR",800,"ep","ausente","membranacea",0.5724285714,21,"rare",-7.61834080111511,-7.47262029599109
"sp010","GR1000",0,"GR",1000,"ep","ausente","membranacea",0.7152857143,22,"rare",-7.57592832670759,-7.40972832220864
"sp010","MR1000",3,"MR",1000,"ep","ausente","membranacea",0.7152857143,23,"rare",1.05847068094865,-7.43157195759378
"sp010","PR1000",0,"PR",1000,"ep","ausente","membranacea",0.7152857143,24,"rare",-7.12905767181408,-7.48666845957169
"sp010","GR1200",0,"GR",1200,"ep","ausente","membranacea",0.8581428571,25,"rare",-7.44820579104721,-7.37267330103368
"sp010","MR1200",0,"MR",1200,"ep","ausente","membranacea",0.8581428571,26,"rare",-7.25440120537121,-7.43057194669057
"sp010","PR1200",0,"PR",1200,"ep","ausente","membranacea",0.8581428571,27,"rare",-7.49949928880344,-7.44038173439869
"sp010","GR1400",0,"GR",1400,"ep","ausente","membranacea",1.001,28,"rare",-7.43927570426851,-7.4111760228143
"sp010","MR1400",0,"MR",1400,"ep","ausente","membranacea",1.001,29,"rare",-7.62508055555459,-7.49452936839866
"sp010","PR1400",0,"PR",1400,"ep","ausente","membranacea",1.001,30,"rare",-7.2993563201079,-7.30264517412409
"sp011","GR00",0,"GR",0,"ep","ausente","coriacea",0.001,1,"rare",-7.48419770746857,-7.43462005277403
"sp011","MR00",0,"MR",0,"ep","ausente","coriacea",0.001,2,"rare",-7.4675030095914,-7.39613895755565
"sp011","PR00",0,"PR",0,"ep","ausente","coriacea",0.001,3,"rare",-7.57628380526637,-7.37889475086025
"sp011","GR010",0,"GR",10,"ep","ausente","coriacea",0.0081428571,4,"rare",-7.62738716422835,-7.38603534287275
"sp011","MR010",0,"MR",10,"ep","ausente","coriacea",0.0081428571,5,"rare",-8.11165618996711,-7.42528307548183
"sp011","PR010",0,"PR",10,"ep","ausente","coriacea",0.0081428571,6,"rare",-7.5323914235198,-7.44456388656053
"sp011","GR50",0,"GR",50,"ep","ausente","coriacea",0.0367142857,7,"rare",-7.07268015641415,-7.37933181479761
"sp011","MR50",0,"MR",50,"ep","ausente","coriacea",0.0367142857,8,"rare",-7.59048186866788,-7.40118635287875
"sp011","PR50",0,"PR",50,"ep","ausente","coriacea",0.0367142857,9,"rare",-6.66723264216162,-7.42994066587069
"sp011","GR200",0,"GR",200,"ep","ausente","coriacea",0.1438571429,10,"rare",-7.31946158928878,-7.42561653007819
"sp011","MR200",0,"MR",200,"ep","ausente","coriacea",0.1438571429,11,"rare",-7.38373353314721,-7.44272666960394
"sp011","PR200",0,"PR",200,"ep","ausente","coriacea",0.1438571429,12,"rare",-7.34028075248425,-7.39317977846856
"sp011","GR400",0,"GR",400,"ep","ausente","coriacea",0.2867142857,13,"rare",-6.98025246265045,-7.43419319941129
"sp011","MR400",0,"MR",400,"ep","ausente","coriacea",0.2867142857,14,"rare",-7.80921229893103,-7.47417555010502
"sp011","PR400",0,"PR",400,"ep","ausente","coriacea",0.2867142857,15,"rare",-7.61877280976488,-7.43226215558609
"sp011","GR600",0,"GR",600,"ep","ausente","coriacea",0.4295714286,16,"rare",-8.0095960098249,-7.39800590229851
"sp011","MR600",0,"MR",600,"ep","ausente","coriacea",0.4295714286,17,"rare",-7.50275824592519,-7.45629230549323
"sp011","PR600",0,"PR",600,"ep","ausente","coriacea",0.4295714286,18,"rare",-7.39022779954928,-7.38423841419785
"sp011","GR800",0,"GR",800,"ep","ausente","coriacea",0.5724285714,19,"rare",-6.73686537665478,-7.4632187012965
