area_code,species,abundance,mountain,altitude,life_form,indumentum,thickness,alt_std
PR50,sp038,0,PR,50,ep,presente,coriacea,0.0367142857
GR200,sp038,0,GR,200,ep,presente,coriacea,0.1438571429
MR200,sp038,0,MR,200,ep,presente,coriacea,0.1438571429
PR200,sp038,0,PR,200,ep,presente,coriacea,0.1438571429
GR400,sp038,0,GR,400,ep,presente,coriacea,0.2867142857
MR400,sp038,0,MR,400,ep,presente,coriacea,0.2867142857
PR400,sp038,0,PR,400,ep,presente,coriacea,0.2867142857
GR600,sp038,0,GR,600,ep,presente,coriacea,0.4295714286
MR600,sp038,0,MR,600,ep,presente,coriacea,0.4295714286
PR600,sp038,0,PR,600,ep,presente,coriacea,0.4295714286
GR800,sp038,42,GR,800,ep,presente,coriacea,0.5724285714
MR800,sp038,0,MR,800,ep,presente,coriacea,0.5724285714
PR800,sp038,0,PR,800,ep,presente,coriacea,0.5724285714
GR1000,sp038,0,GR,1000,ep,presente,coriacea,0.7152857143
MR1000,sp038,0,MR,1000,ep,presente,coriacea,0.7152857143
PR1000,sp038,0,PR,1000,ep,presente,coriacea,0.7152857143
GR1200,sp038,0,GR,1200,ep,presente,coriacea,0.8581428571
MR1200,sp038,0,MR,1200,ep,presente,coriacea,0.8581428571
PR1200,sp038,0,PR,1200,ep,presente,coriacea,0.8581428571
GR1400,sp038,0,GR,1400,ep,presente,coriacea,1.001
MR1400,sp038,0,MR,1400,ep,presente,coriacea,1.001
PR1400,sp038,0,PR,1400,ep,presente,coriacea,1.001
GR00,sp039,0,GR,0,ter,presente,membranacea,0.001
MR00,sp039,0,MR,0,ter,presente,membranacea,0.001
PR00,sp039,0,PR,0,ter,presente,membranacea,0.001
GR010,sp039,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp039,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp039,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp039,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp039,0,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp039,31,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp039,9,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp039,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp039,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp039,1,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp039,1,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp039,0,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp039,17,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp039,0,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp039,0,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp039,0,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp039,0,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp039,0,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp039,0,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp039,0,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp039,0,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp039,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp039,0,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp039,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp039,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp039,0,MR,1400,ter,presente,membranacea,1.001
PR1400,sp039,0,PR,1400,ter,presente,membranacea,1.001
GR00,sp040,0,GR,0,ter,presente,coriacea,0.001
MR00,sp040,0,MR,0,ter,presente,coriacea,0.001
PR00,sp040,43,PR,0,ter,presente,coriacea,0.001
GR010,sp040,34,GR,10,ter,presente,coriacea,0.0081428571
MR010,sp040,14,MR,10,ter,presente,coriacea,0.0081428571
PR010,sp040,19,PR,10,ter,presente,coriacea,0.0081428571
GR50,sp040,0,GR,50,ter,presente,coriacea,0.0367142857
MR50,sp040,3,MR,50,ter,presente,coriacea,0.0367142857
PR50,sp040,0,PR,50,ter,presente,coriacea,0.0367142857
GR200,sp040,0,GR,200,ter,presente,coriacea,0.1438571429
MR200,sp040,0,MR,200,ter,presente,coriacea,0.1438571429
PR200,sp040,0,PR,200,ter,presente,coriacea,0.1438571429
GR400,sp040,0,GR,400,ter,presente,coriacea,0.2867142857
MR400,sp040,0,MR,400,ter,presente,coriacea,0.2867142857
PR400,sp040,0,PR,400,ter,presente,coriacea,0.2867142857
GR600,sp040,0,GR,600,ter,presente,coriacea,0.4295714286
MR600,sp040,0,MR,600,ter,presente,coriacea,0.4295714286
PR600,sp040,0,PR,600,ter,presente,coriacea,0.4295714286
GR800,sp040,0,GR,800,ter,presente,coriacea,0.5724285714
MR800,sp040,0,MR,800,ter,presente,coriacea,0.5724285714
PR800,sp040,0,PR,800,ter,presente,coriacea,0.5724285714
GR1000,sp040,0,GR,1000,ter,presente,coriacea,0.7152857143
MR1000,sp040,0,MR,1000,ter,presente,coriacea,0.7152857143
PR1000,sp040,0,PR,1000,ter,presente,coriacea,0.7152857143
GR1200,sp040,0,GR,1200,ter,presente,coriacea,0.8581428571
MR1200,sp040,0,MR,1200,ter,presente,coriacea,0.8581428571
PR1200,sp040,0,PR,1200,ter,presente,coriacea,0.8581428571
GR1400,sp040,0,GR,1400,ter,presente,coriacea,1.001
MR1400,sp040,0,MR,1400,ter,presente,coriacea,1.001
PR1400,sp040,0,PR,1400,ter,presente,coriacea,1.001
GR00,sp041,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp041,0,MR,0,ter,ausente,coriacea,0.001
PR00,sp041,0,PR,0,ter,ausente,coriacea,0.001
GR010,sp041,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp041,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp041,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp041,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp041,0,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp041,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp041,0,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp041,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp041,14,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp041,0,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp041,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp041,15,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp041,0,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp041,5,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp041,7,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp041,0,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp041,0,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp041,1,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp041,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp041,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp041,0,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp041,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp041,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp041,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp041,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp041,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp041,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp042,0,GR,0,ter,presente,membranacea,0.001
MR00,sp042,0,MR,0,ter,presente,membranacea,0.001
PR00,sp042,0,PR,0,ter,presente,membranacea,0.001
GR010,sp042,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp042,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp042,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp042,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp042,1,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp042,0,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp042,0,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp042,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp042,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp042,0,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp042,0,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp042,5,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp042,0,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp042,0,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp042,4,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp042,0,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp042,0,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp042,0,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp042,0,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp042,0,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp042,0,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp042,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp042,0,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp042,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp042,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp042,0,MR,1400,ter,presente,membranacea,1.001
PR1400,sp042,0,PR,1400,ter,presente,membranacea,1.001
GR00,sp043,0,GR,0,ter,presente,coriacea,0.001
MR00,sp043,0,MR,0,ter,presente,coriacea,0.001
PR00,sp043,0,PR,0,ter,presente,coriacea,0.001
GR010,sp043,0,GR,10,ter,presente,coriacea,0.0081428571
MR010,sp043,0,MR,10,ter,presente,coriacea,0.0081428571
PR010,sp043,0,PR,10,ter,presente,coriacea,0.0081428571
GR50,sp043,14,GR,50,ter,presente,coriacea,0.0367142857
MR50,sp043,8,MR,50,ter,presente,coriacea,0.0367142857
PR50,sp043,0,PR,50,ter,presente,coriacea,0.0367142857
GR200,sp043,1,GR,200,ter,presente,coriacea,0.1438571429
MR200,sp043,0,MR,200,ter,presente,coriacea,0.1438571429
PR200,sp043,4,PR,200,ter,presente,coriacea,0.1438571429
GR400,sp043,0,GR,400,ter,presente,coriacea,0.2867142857
MR400,sp043,0,MR,400,ter,presente,coriacea,0.2867142857
PR400,sp043,0,PR,400,ter,presente,coriacea,0.2867142857
GR600,sp043,0,GR,600,ter,presente,coriacea,0.4295714286
MR600,sp043,0,MR,600,ter,presente,coriacea,0.4295714286
PR600,sp043,0,PR,600,ter,presente,coriacea,0.4295714286
GR800,sp043,0,GR,800,ter,presente,coriacea,0.5724285714
MR800,sp043,0,MR,800,ter,presente,coriacea,0.5724285714
PR800,sp043,0,PR,800,ter,presente,coriacea,0.5724285714
GR1000,sp043,0,GR,1000,ter,presente,coriacea,0.7152857143
MR1000,sp043,0,MR,1000,ter,presente,coriacea,0.7152857143
PR1000,sp043,0,PR,1000,ter,presente,coriacea,0.7152857143
GR1200,sp043,0,GR,1200,ter,presente,coriacea,0.8581428571
MR1200,sp043,0,MR,1200,ter,presente,coriacea,0.8581428571
PR1200,sp043,0,PR,1200,ter,presente,coriacea,0.8581428571
GR1400,sp043,0,GR,1400,ter,presente,coriacea,1.001
MR1400,sp043,0,MR,1400,ter,presente,coriacea,1.001
PR1400,sp043,0,PR,1400,ter,presente,coriacea,1.001
GR00,sp044,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp044,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp044,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp044,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp044,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp044,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp044,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp044,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp044,3,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp044,2,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp044,1,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp044,4,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp044,10,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp044,1,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp044,9,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp044,1,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp044,4,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp044,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp044,15,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp044,12,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp044,1,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp044,7,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp044,15,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp044,14,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp044,1,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp044,3,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp044,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp044,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp044,9,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp044,18,PR,1400,ter,ausente,membranacea,1.001
GR00,sp045,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp045,0,MR,0,ter,ausente,coriacea,0.001
PR00,sp045,0,PR,0,ter,ausente,coriacea,0.001
GR010,sp045,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp045,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp045,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp045,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp045,3,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp045,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp045,18,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp045,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp045,0,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp045,10,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp045,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp045,22,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp045,6,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp045,15,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp045,2,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp045,6,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp045,3,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp045,0,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp045,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp045,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp045,0,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp045,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp045,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp045,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp045,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp045,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp045,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp046,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp046,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp046,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp046,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp046,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp046,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp046,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp046,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp046,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp046,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp046,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp046,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp046,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp046,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp046,7,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp046,1,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp046,5,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp046,2,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp046,2,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp046,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp046,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp046,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp046,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp046,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp046,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp046,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp046,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp046,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp046,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp046,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp047,0,GR,0,ter,presente,membranacea,0.001
MR00,sp047,0,MR,0,ter,presente,membranacea,0.001
PR00,sp047,0,PR,0,ter,presente,membranacea,0.001
GR010,sp047,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp047,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp047,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp047,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp047,2,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp047,0,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp047,1,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp047,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp047,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp047,0,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp047,0,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp047,0,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp047,2,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp047,0,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp047,0,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp047,26,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp047,2,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp047,0,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp047,0,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp047,12,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp047,0,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp047,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp047,0,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp047,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp047,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp047,0,MR,1400,ter,presente,membranacea,1.001
PR1400,sp047,0,PR,1400,ter,presente,membranacea,1.001
GR00,sp048,0,GR,0,ter,presente,membranacea,0.001
MR00,sp048,0,MR,0,ter,presente,membranacea,0.001
PR00,sp048,0,PR,0,ter,presente,membranacea,0.001
GR010,sp048,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp048,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp048,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp048,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp048,0,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp048,7,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp048,1,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp048,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp048,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp048,0,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp048,0,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp048,0,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp048,3,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp048,0,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp048,0,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp048,0,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp048,0,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp048,0,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp048,0,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp048,0,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp048,0,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp048,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp048,0,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp048,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp048,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp048,0,MR,1400,ter,presente,membranacea,1.001
PR1400,sp048,0,PR,1400,ter,presente,membranacea,1.001
GR00,sp049,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp049,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp049,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp049,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp049,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp049,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp049,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp049,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp049,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp049,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp049,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp049,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp049,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp049,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp049,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp049,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp049,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp049,2,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp049,19,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp049,11,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp049,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp049,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp049,5,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp049,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp049,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp049,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp049,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp049,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp049,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp049,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp050,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp050,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp050,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp050,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp050,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp050,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp050,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp050,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp050,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp050,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp050,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp050,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp050,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp050,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp050,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp050,1,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp050,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp050,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp050,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp050,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp050,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp050,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp050,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp050,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp050,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp050,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp050,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp050,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp050,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp050,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp051,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp051,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp051,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp051,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp051,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp051,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp051,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp051,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp051,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp051,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp051,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp051,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp051,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp051,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp051,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp051,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp051,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp051,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp051,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp051,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp051,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp051,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp051,7,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp051,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp051,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp051,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp051,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp051,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp051,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp051,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp052,0,GR,0,ter,presente,membranacea,0.001
MR00,sp052,0,MR,0,ter,presente,membranacea,0.001
PR00,sp052,0,PR,0,ter,presente,membranacea,0.001
GR010,sp052,0,GR,10,ter,presente,membranacea,0.0081428571
